apotelesmata 
 29.055000 , 21.768637 , 26.142841 
 17.965551 , 19.163683 , 27.925007 
 24.240717 , 20.366327 , 19.505819 
 18.482594 , 12.510775 , 21.849997 
 16.567318 , 19.550102 , 28.529707 
 22.337233 , 21.288292 , 17.268587 
 22.498415 , 20.848494 , 18.254324 
 25.780937 , 16.192537 , 24.832458 
 25.269619 , 24.833557 , 23.706905 
 26.380318 , 19.893349 , 24.210390 
 18.517921 , 25.643002 , 16.810417 
 20.622150 , 18.879862 , 13.087420 
 13.199106 , 26.764574 , 28.321472 
 12.878258 , 12.791105 , 13.590408 
 23.572319 , 20.072706 , 19.158621 
 20.779551 , 29.804478 , 18.066530 
 26.446859 , 15.568790 , 23.033375 
 28.334801 , 21.836596 , 13.408155 
 22.437485 , 26.501392 , 15.763244 
 18.993362 , 20.302162 , 16.651134 
 23.707514 , 12.137444 , 23.846132 
 26.407423 , 23.488882 , 18.413008 
 26.732336 , 26.996237 , 17.226551 
 25.496353 , 29.954060 , 17.470154 
 25.797970 , 13.813709 , 13.659150 
 26.379234 , 17.198957 , 24.539442 
 16.800236 , 23.164801 , 13.367864 
 24.212610 , 24.021210 , 22.047487 
 12.688223 , 18.884243 , 28.642271 
 22.833994 , 27.839260 , 16.578859 
 18.402107 , 21.338917 , 17.374519 
 22.516495 , 20.285746 , 20.399216 
 20.960154 , 28.613710 , 29.020159 
 24.137724 , 29.798107 , 22.525761 
 21.975683 , 25.439247 , 29.876028 
 21.866756 , 17.399620 , 16.429077 
 26.655020 , 14.977387 , 23.710691 
 17.420797 , 15.652051 , 20.402258 
 17.901937 , 26.442434 , 14.178087 
 25.940430 , 26.769922 , 29.775749 
 24.673391 , 24.501850 , 29.026865 
 26.816347 , 26.225801 , 18.976389 
 21.654543 , 29.402031 , 24.813770 
 29.796143 , 28.142418 , 28.675287 
 20.920500 , 26.075104 , 25.673977 
 17.447866 , 19.895777 , 18.546150 
 25.610258 , 26.308546 , 12.154115 
 18.919394 , 16.263878 , 25.364737 
 24.837898 , 24.341015 , 14.590575 
 26.172672 , 26.656004 , 18.823519 
 27.571114 , 16.195059 , 28.353260 
 22.164738 , 16.099499 , 22.479496 
 16.487995 , 15.497066 , 27.166340 
 16.740465 , 15.828251 , 21.946413 
